timestamp,asset_id,level,side,price,size
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,1,BID,0.5100,3529.06
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,2,BID,0.5000,28933.59
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,3,BID,0.4900,21330.42
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,4,BID,0.4800,2328.66
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,5,BID,0.4700,5963.99
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,6,BID,0.4600,5565
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,7,BID,0.4500,500
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,8,BID,0.4400,1179.86
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,9,BID,0.4300,4469
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,10,BID,0.4200,5366
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,11,BID,0.4100,329.2
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,12,BID,0.4000,1177
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,13,BID,0.3900,494
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,14,BID,0.3800,2440.26
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,15,BID,0.3700,3250
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,16,BID,0.3500,3711.64
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,17,BID,0.3400,238
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,18,BID,0.3300,222
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,19,BID,0.3200,5555
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,20,BID,0.3100,5555
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,21,BID,0.3000,500
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,22,BID,0.2900,1009.38
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,23,BID,0.2700,6850
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,24,BID,0.2600,762.99
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,25,BID,0.2500,3043
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,26,BID,0.2400,5620
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,27,BID,0.2300,370
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,28,BID,0.2200,150
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,29,BID,0.2100,1449
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,30,BID,0.2000,747.91
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,31,BID,0.1900,250
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,32,BID,0.1800,164.19
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,33,BID,0.1700,200
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,34,BID,0.1600,288
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,35,BID,0.1500,1652
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,36,BID,0.1400,250
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,37,BID,0.1300,2003.82
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,38,BID,0.1200,611.86
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,39,BID,0.1100,1008.9
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,40,BID,0.1000,326.71
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,41,BID,0.0900,405.12
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,42,BID,0.0800,676.82
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,43,BID,0.0700,600
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,44,BID,0.0600,1020
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,45,BID,0.0500,2421.02
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,46,BID,0.0400,5555
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,47,BID,0.0300,1265.24
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,48,BID,0.0200,1090.22
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,49,BID,0.0100,492.87
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,1,ASK,0.9900,100
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,2,ASK,0.9800,2000
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,3,ASK,0.9700,1000
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,4,ASK,0.9400,500
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,5,ASK,0.9300,500
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,6,ASK,0.9000,300
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,7,ASK,0.8900,300
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,8,ASK,0.8700,250
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,9,ASK,0.8600,1678
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,10,ASK,0.8500,450
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,11,ASK,0.8400,200
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,12,ASK,0.8200,200
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,13,ASK,0.8100,200
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,14,ASK,0.8000,8992
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,15,ASK,0.7900,200
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,16,ASK,0.7800,200
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,17,ASK,0.7700,3731.68
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,18,ASK,0.7600,400
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,19,ASK,0.7500,550
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,20,ASK,0.7400,600
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,21,ASK,0.7300,350
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,22,ASK,0.7200,500
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,23,ASK,0.7100,500
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,24,ASK,0.7000,971.99
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,25,ASK,0.6900,1088.56
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,26,ASK,0.6800,300
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,27,ASK,0.6700,250
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,28,ASK,0.6600,1311
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,29,ASK,0.6500,5450
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,30,ASK,0.6400,1116.55
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,31,ASK,0.6300,200
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,32,ASK,0.6200,450
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,33,ASK,0.6100,365
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,34,ASK,0.6000,7960
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,35,ASK,0.5900,1733.11
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,36,ASK,0.5800,1020.62
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,37,ASK,0.5700,1493
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,38,ASK,0.5600,3129.45
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,39,ASK,0.5500,5010
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,40,ASK,0.5400,2713
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,41,ASK,0.5300,2672.96
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,42,ASK,0.5200,1321.33
